valor_transacao,numero_cartao,id_lojista,mes_transacao,ano_transacao,dia_transacao,hora_transacao,minuto_transacao,segundo_transacao,indicador_fraude
58375,8894316358712414,3589,8,2011,20,1,34,24,0
57733,8581292240790125,1489,8,2016,24,18,3,52,0
5687,5688708294737952,305,12,2011,19,23,29,24,1
1375,7756334623808882,3054,11,2016,15,21,3,15,1
26681,9978635688389380,1819,5,2013,12,9,5,59,0
57770,6147711859326817,4249,12,2015,16,20,35,16,0
51634,9231806778359628,4829,7,2016,4,6,42,44,1
48205,9232653732976617,3493,3,2010,10,9,19,25,0
83299,6903160104577670,3099,3,2010,22,22,29,32,0
85450,4633617354093254,3805,11,2021,12,17,18,41,1
52813,1771995054209231,4297,2,2022,7,0,29,52,0
17595,8154760835390167,4857,1,2017,23,15,29,22,0
99704,7225616473322934,887,4,2018,3,16,24,2,0
57557,5431085691165674,481,11,2019,22,8,55,21,1
8427,3379075560601507,952,1,2018,12,21,49,49,0
95755,5747758178673372,3770,12,2012,6,4,41,48,0
39609,4000098192836902,4956,1,2016,30,17,35,31,0
67298,6647430536195993,4831,10,2014,10,3,29,12,1
77790,2354950655360816,1336,12,2017,19,4,56,5,0
3104,1168949917924042,3149,12,2019,11,20,50,22,1
32122,9707065369287368,470,8,2024,24,17,53,29,0
44392,2062505474326754,422,4,2024,28,20,39,42,1
52226,2708151954456859,4719,6,2024,26,12,29,42,1
45611,5540016971371034,2645,9,2010,26,9,1,10,1
93142,9645116289111169,2526,1,2013,9,21,25,15,1
2468,7332341511046364,2644,8,2020,1,6,54,11,1
71771,7672079974042389,1243,4,2013,26,9,7,27,1
28312,1712301052358389,4530,6,2016,24,20,47,9,0
96571,7904326796021221,1283,8,2012,30,0,37,14,0
77659,5006691558576705,3773,3,2018,5,6,13,54,0
70876,8151417708387072,448,4,2013,13,14,31,42,0
75873,9951273600843770,4091,6,2023,12,1,39,43,0
7376,1180430263262518,2926,6,2016,6,20,24,35,0
87305,3969863063772491,926,10,2023,6,3,24,32,1
34166,2468489177744614,4989,6,2022,18,19,1,49,0
8369,9174057590404350,3039,11,2021,4,19,1,4,0
39752,3657763707535296,1690,8,2013,7,14,49,33,1
7298,3918375778799201,558,1,2020,2,23,14,52,1
57606,3679954396483096,4417,1,2022,16,11,23,7,0
58792,3252731892980171,4832,4,2012,19,3,58,56,1
89469,9482108855273623,360,5,2015,16,22,40,15,1
5787,6832693075757188,1549,7,2024,16,23,44,39,0
58461,1627089008991375,259,7,2016,26,1,13,56,0
29082,9409516196543647,4679,9,2017,9,14,8,24,1
40455,7337810073887143,587,3,2020,4,19,39,49,0
13838,6093484065509013,804,4,2017,29,5,20,57,0
64434,3514954707990167,2962,7,2013,21,15,33,3,1
44393,9129513950061405,1319,12,2021,5,14,22,52,1
28180,2385729784194900,245,12,2016,8,4,22,3,0
4608,7833440577280721,338,11,2019,30,4,10,30,0
29971,6761078787848222,1025,8,2012,28,15,37,40,0
96912,5150875910952006,263,2,2020,22,10,14,26,1
40522,2429832522082492,3399,9,2018,20,2,30,40,0
98395,8207062579818877,3609,4,2024,1,14,51,44,1
89356,4262791829257861,4048,8,2016,29,14,30,50,1
98841,8310044825529010,3045,4,2020,21,16,9,48,1
7061,5577839253602932,4204,12,2024,9,19,10,25,1
97060,9457869003661249,2687,10,2014,30,15,6,16,1
43007,3883996045433490,4612,6,2012,16,13,2,22,1
30967,3934288722730464,4612,1,2022,4,3,56,46,0
87273,8919995423737752,4956,12,2023,26,9,0,52,0
78530,8750613531447052,4519,9,2021,9,8,44,5,0
76261,3424734801793033,4822,9,2019,10,12,27,29,1
62482,1632961532378449,519,1,2019,26,6,44,54,1
33909,4602632935012284,310,8,2010,1,23,6,27,1
60018,3449873612504588,3535,4,2011,26,23,43,15,1
4320,7055640228830055,2036,12,2016,23,3,15,35,1
73501,4765083132090085,2817,10,2014,22,17,22,41,1
8024,9379745664771003,2619,9,2022,20,0,49,47,0
97594,9167825151830920,3260,6,2020,10,4,34,52,1
25402,6791718167286883,4420,5,2019,11,19,11,38,1
75975,1950243509305984,1598,5,2024,24,3,35,40,0
26442,6942631326785508,340,7,2010,21,13,9,22,0
68584,8844645243011778,4136,7,2019,19,22,55,31,1
45289,8839533800166052,1337,4,2015,27,1,37,30,1
17191,6438622183322892,1374,6,2019,17,6,22,52,1
97555,1051377213880732,2386,5,2015,1,5,41,19,0
18779,9876764276236638,2335,4,2019,24,18,57,22,0
14768,8512724646165491,424,11,2013,20,8,25,47,1
4579,6542572946983935,301,12,2013,25,11,35,56,1
42987,6084730518617330,3154,4,2022,30,18,35,54,1
28928,3540520788067028,216,11,2011,21,19,59,18,0
39986,3510082325964424,3752,12,2014,29,2,56,20,0
2717,1762681366711121,1474,11,2024,27,7,29,9,0
8844,1872134929675742,2300,6,2024,21,3,59,8,0
35231,7684347447601729,2872,2,2017,11,4,33,15,1
38928,6442632470655002,2872,2,2020,3,18,8,19,0
34289,5581806706312336,2313,2,2019,9,9,7,17,0
48673,7868603139300217,3103,2,2010,10,9,32,49,0
58180,8359599552661062,4682,1,2011,13,13,49,6,1
7623,4241306269724693,985,10,2022,18,20,31,58,1
37418,9664024187642709,204,11,2024,28,16,2,57,0
55185,3072508336799021,3493,5,2020,8,20,43,13,1
25811,8843212950000542,3453,9,2010,14,23,24,42,1
45663,1751072457011338,352,4,2022,25,9,4,48,0
39669,8958934665497425,4182,1,2017,27,13,13,38,1
62566,2447659011601497,2633,4,2011,9,16,10,0,0
27128,1352594547819868,1778,3,2019,3,1,40,52,0
70349,5603786949360099,3775,4,2017,19,18,45,18,1
8614,2591731897662215,3740,3,2014,23,9,27,9,1
80993,5401314805346730,4929,11,2016,6,8,29,37,0
32693,9328479108505424,827,6,2012,11,19,18,58,0
53584,3555105846461964,277,3,2021,16,0,31,12,1
10134,3574627239804296,3677,1,2013,15,18,30,15,0
95647,7086954760989010,4842,4,2010,22,0,5,24,0
72339,5693284759527081,4355,3,2011,23,12,16,30,1
20836,3985275166076763,3260,5,2017,7,4,12,53,0
97665,2640817767989836,953,2,2013,8,3,45,15,0
48275,8764934320008998,4494,9,2011,30,22,18,54,1
25914,3451928116335884,4367,6,2014,1,4,57,35,0
8745,6529330669904493,4539,10,2012,15,19,26,48,0
93789,8602861452980668,1100,3,2013,1,20,1,18,0
55185,8096190163249552,3116,6,2020,23,14,41,6,1
99548,6769952773608831,4599,2,2022,29,16,13,47,1
68759,7828981217067574,3094,8,2019,20,5,17,49,1
7318,1008880743625739,3656,7,2015,15,6,7,8,1
27078,9210972618236674,897,4,2019,29,10,8,29,0
65330,6987896491984006,1149,9,2024,16,16,1,36,1
99333,6198499806293463,4396,4,2022,2,0,16,21,1
1834,8461162790433022,2266,12,2021,13,16,36,13,0
78956,7850651797021440,4225,10,2024,3,6,43,21,0
9286,7343062078773163,1322,4,2024,9,7,20,8,1
9204,1894473669303085,415,5,2023,12,19,42,37,1
55243,9111666062085430,4712,7,2013,2,16,59,19,1
4651,5031561103580415,4366,11,2012,2,2,5,15,1
94360,1814030759779179,178,6,2016,10,4,59,53,1
57943,9198192936640256,1919,1,2010,6,21,12,7,1
97750,2976985080342040,4413,4,2015,30,3,24,25,0
91157,7573659824000500,3315,7,2012,29,16,1,25,0
45597,7023174149617867,4897,4,2024,21,2,23,20,0
33972,4285099654134592,1037,12,2013,30,15,7,13,0
27422,6998026992098584,1162,10,2021,9,8,21,7,0
5936,1306765094194248,4510,7,2014,4,2,18,37,1
61580,6935727097532221,2328,4,2011,16,2,14,40,1
30127,8571491466855035,2655,12,2015,1,19,51,52,0
38645,7626348728669347,3586,7,2021,9,11,11,51,1
50385,6848935308752610,3142,12,2019,10,23,0,49,1
2280,1746378021805401,3812,12,2015,2,10,19,56,1
14328,8249147525087657,2058,8,2018,23,8,1,18,1
10615,7618733999286557,1405,4,2017,25,9,41,7,1
2327,7220511262472587,2132,7,2011,17,13,44,33,0
16992,2070567725348647,442,2,2011,10,0,19,53,1
51904,1770587968133164,4119,4,2017,12,18,38,59,0
11090,8966316655802788,3344,2,2015,26,4,10,46,0
69108,6788286900364684,3662,5,2014,17,6,30,44,1
55729,2303541962478424,221,4,2022,15,9,38,8,1
25154,7725828543624402,1454,6,2016,9,18,20,53,1
29803,7190483998641977,683,4,2021,30,2,45,13,0
67733,4929166536286815,3139,12,2022,7,21,59,54,1
63874,4344293260069086,3312,3,2010,20,9,33,1,0
34590,5744658651297196,1989,1,2013,24,22,21,20,0
13902,4623293562411148,159,10,2012,18,9,6,27,0
8858,4879404764629473,4623,6,2011,3,6,33,5,0
74988,5032287061194198,1128,3,2011,25,23,34,13,1
2506,5768769758401254,1099,12,2021,30,11,47,26,0
65641,3888098470180108,1528,9,2023,17,8,12,45,0
19703,9088884085170423,3046,10,2013,23,0,34,27,1
16968,2645560134181373,4082,9,2017,19,11,55,6,1
11576,1320494162462050,270,4,2023,1,3,33,47,1
32167,3905013830459214,2737,5,2021,25,4,33,44,0
67902,5708222201635831,3404,2,2021,4,12,30,4,0
21332,6539117675883357,4936,6,2012,30,22,26,32,0
17048,4673092576032299,259,10,2014,11,14,33,43,1
75623,8822267738094897,1679,2,2024,15,19,28,20,0
67732,9838996821191505,494,6,2020,16,20,55,24,1
52663,6781510934837757,3021,3,2015,14,9,40,7,0
88462,3523906061376852,4682,9,2011,29,14,51,21,1
64963,3188281428358494,953,3,2014,8,11,19,20,0
55929,5743772213295401,1361,8,2018,2,21,31,26,0
89156,8374530984524359,134,4,2021,28,18,29,42,0
9222,9914452016429865,1091,2,2010,18,16,47,27,1
1516,3053300574942988,4297,10,2011,24,21,45,58,0
22632,7929686504355351,415,6,2016,17,0,34,22,1
73547,4769560945145659,1161,4,2020,16,16,6,40,1
2467,2816866774395111,355,6,2023,11,19,58,25,1
74895,6719302596878500,4287,5,2018,24,17,59,50,0
87675,1292697203375896,3296,2,2013,13,8,12,5,1
84273,8530663034834457,3543,4,2023,21,19,22,5,1
55937,4985121763451902,1355,7,2018,15,20,31,27,1
39103,9223677799069867,1487,10,2010,6,9,0,8,0
3974,7745871005360815,1417,4,2018,2,12,22,53,0
40925,2627148166756073,1935,5,2015,21,4,35,56,0
57571,3639798219860004,2355,2,2022,11,2,18,19,0
64935,1977622174049286,1327,7,2019,2,7,52,53,1
61188,5309703789249593,236,9,2014,21,0,33,29,0
82018,5448232773689643,4082,1,2024,24,7,35,24,0
73212,3629847429391143,2006,12,2020,8,15,28,49,1
61153,4391783989559713,1312,5,2011,23,14,54,49,1
84627,7895923850485902,147,12,2019,7,1,36,37,0
25074,9480925406186050,1518,11,2018,18,15,4,22,1
92710,2908585473830880,4124,4,2015,27,13,9,49,0
18404,5289507636310022,559,5,2012,14,13,23,25,1
98619,4172833309372847,139,8,2016,16,5,55,19,0
63537,6333446307911592,4168,8,2016,7,14,38,39,1
4352,6391221580405932,2309,2,2011,30,9,36,25,1
91661,3994243765303909,4282,12,2024,1,19,20,6,0
23256,5969786028741173,646,1,2010,21,14,54,36,1
27790,5757270246738459,3805,8,2022,5,18,37,30,0
22310,2225587889586725,1352,8,2014,15,21,18,20,0
3391,3707772733839716,4768,7,2010,17,14,2,9,0
41925,9564113224288158,2742,4,2020,10,23,58,44,1
23008,2980898806670741,2942,7,2013,30,21,26,1,1
62337,3578640444637362,560,7,2016,1,16,16,38,1
3100,2154987482945200,1324,11,2016,19,15,33,8,1
6414,9466804266794343,1595,10,2018,15,17,38,56,1
38692,7875883972348509,1381,9,2024,14,3,38,37,1
84859,1064471877520081,699,1,2014,29,19,3,25,1
79700,3213423235317340,3989,12,2010,29,19,2,15,0
59586,4851686191350739,4448,3,2010,27,16,50,29,0
57324,1647398731157110,964,3,2014,17,5,2,10,1
56380,8158908668860352,1114,4,2023,2,15,43,6,0
53966,6953795067930405,588,2,2013,29,4,7,54,0
85341,6380711655826277,1891,7,2014,9,5,19,53,1
34704,2401906710479436,3500,12,2014,22,19,57,1,0
61702,8024091524527916,991,1,2023,4,19,48,52,1
77421,4629557138910330,2148,10,2015,26,1,22,39,1
75640,5928051420878381,1721,8,2012,4,11,29,52,1
17999,6126719495445179,3718,11,2010,3,18,48,49,0
59401,8969245265193648,4022,4,2022,3,13,19,36,0
64162,2336983819252123,2528,11,2013,8,12,31,29,1
10831,5514209009359741,3472,3,2017,4,18,20,32,1
47223,6080987955040117,2864,9,2022,4,8,14,48,0
91857,4885257680404296,1525,3,2024,21,12,46,6,0
14798,4316074599332993,1327,3,2013,17,23,4,48,0
68125,2221404971022333,4492,7,2015,3,18,9,47,1
90467,2323592440758994,2342,2,2022,27,7,59,59,0
70895,7929625763305289,3167,3,2021,13,1,0,35,0
79256,6277521245327145,1771,5,2014,1,11,59,31,1
7445,7645483038418488,3891,1,2010,5,22,1,52,1
51055,5398412419862646,3471,5,2020,23,1,45,23,1
88168,3734454786108377,3220,7,2016,5,6,37,8,1
2695,4313596895367500,4228,11,2012,6,3,31,49,1
57770,9102021297251782,567,9,2017,15,0,4,48,1
80636,9732616971940568,187,8,2021,2,8,44,16,1
69989,6710884434898874,3729,12,2016,12,9,10,23,1
23186,4669488235386896,3685,5,2022,30,9,29,8,0
59657,6841246095129156,3751,3,2011,9,20,41,18,0
88924,7002400920687587,2779,7,2011,24,4,56,8,1
97996,4045089824259059,483,11,2017,23,7,1,53,0
77782,7561427691288442,4355,10,2016,1,0,45,42,0
12389,1655682695055925,2325,4,2014,7,21,14,29,0
33331,7574120477149469,3746,2,2021,12,17,34,2,0
87146,7773517220458800,105,10,2018,2,17,16,40,1
56521,6864918027157872,4918,12,2024,19,0,29,12,1
81362,3838434197334240,1973,1,2013,21,9,36,39,1
64120,7944034025646728,2175,7,2020,2,2,10,32,0
36155,5759786119382752,4626,9,2014,15,16,30,29,0
88313,2527884744258327,2653,2,2023,25,8,39,45,0
7152,9614454104610308,4809,3,2023,16,20,0,8,1
3552,4756888333240573,841,1,2023,11,15,57,5,0
27811,1362519065305016,1549,3,2013,30,18,29,37,1
73090,4751612636625834,3282,6,2016,30,14,54,19,0
74286,6088949803050885,304,9,2019,3,16,14,29,0
69824,3125423691632252,3497,6,2019,1,17,8,38,1
65575,4826065143186520,2209,10,2023,18,7,14,41,0
56513,4046459017863755,322,4,2024,10,12,9,52,1
74186,4487606133317236,3476,12,2022,19,22,39,10,1
87014,8030001996721979,3303,4,2022,30,21,58,9,1
28096,5260112602082571,4135,10,2014,4,16,12,34,0
92186,4977490325972831,2545,9,2017,16,13,52,24,0
8822,4998498599992389,4573,3,2012,26,0,55,15,1
79470,4769842690400484,1966,9,2013,20,12,20,11,0
99393,4027610180040276,1565,5,2024,6,14,57,12,0
96700,5494186422304651,918,11,2010,6,9,10,25,0
33013,4150187175636107,3758,9,2013,3,3,48,42,1
39709,9477834424721775,1202,10,2016,24,1,43,38,0
63459,7917955383545534,4665,6,2012,23,18,10,30,1
39171,1902984789648809,4000,12,2020,13,8,35,52,1
29847,4042552737230486,1115,5,2014,3,14,58,54,0
21940,3133492525301732,2378,7,2020,8,20,21,19,0
65022,7424878747783341,4606,6,2014,14,19,56,32,1
74896,1309839702974969,2884,5,2014,4,10,5,56,0
33459,1047286743793295,1993,12,2012,30,10,1,2,1
86262,6604352215091749,2943,11,2018,24,20,42,56,1
32145,1684297556622892,1119,4,2023,30,6,24,51,0
59793,2307055188872406,2543,6,2022,27,3,18,28,0
43907,8415451856911448,1835,6,2010,13,19,3,18,0
77663,3318801138189505,687,3,2015,1,3,9,33,0
73829,3955625829827527,1390,12,2024,5,16,10,50,0
53158,3997809417548719,1625,6,2010,1,21,20,23,0
64522,9418067142092879,4933,11,2016,29,15,21,22,0
3847,6767970384519462,954,9,2011,4,19,35,23,1
43317,9865119556172590,3360,1,2021,15,12,22,51,1
77095,2644723817697449,3619,5,2024,7,4,3,54,0
51479,9971879085624884,861,7,2024,17,14,47,37,0
64809,2567906195353099,101,10,2022,17,14,20,9,0
80515,5435198687243522,4328,6,2012,5,4,1,20,1
84425,2547433031972738,445,3,2023,26,21,41,20,1
8026,2830986949610257,3501,1,2024,9,16,12,23,1
3071,2908667089922061,647,2,2018,6,23,41,17,1
66273,3629215795984845,2673,2,2020,3,13,8,48,1
76307,1626513023985255,4010,10,2018,20,19,28,50,1
68986,5001150489557352,4088,6,2018,9,11,21,32,1
71380,6597142170496497,4186,5,2019,21,10,9,21,0
26158,9286320148952965,347,7,2023,7,8,57,20,0
91155,7482229027853978,1505,6,2017,27,15,29,47,0
14364,6522989441277138,239,2,2010,26,1,36,36,1
63440,6543737284857832,615,10,2022,29,8,8,20,0
69345,1509491989836995,2614,3,2017,23,5,36,4,0
69194,4845544733642077,3587,12,2013,3,22,9,0,0
10089,2594689931211735,4794,10,2015,22,16,18,27,0
6263,5779348956834910,3681,2,2010,21,8,38,15,1
54565,7027077462556961,2424,4,2013,18,23,30,46,0
67553,1420404539466508,4443,7,2014,28,14,6,43,1
88312,4078158552220172,4362,4,2010,17,0,29,43,0
18720,5237601838653523,4216,7,2012,9,15,51,9,0
19903,9550913750771061,2314,4,2023,11,7,24,52,0
35505,3337502949006595,610,5,2019,10,19,56,28,1
19859,2919203374238371,2978,5,2016,6,6,6,47,1
44747,7800165814344427,4960,8,2022,9,7,49,30,0
3962,8553097638320562,219,9,2019,28,3,5,47,1
51818,4160929177277053,985,3,2020,7,10,46,0,0
94488,3406168541737700,3277,12,2018,12,16,30,50,1
89490,4383667314876267,184,12,2019,11,21,45,19,1
56239,6587541555153480,4979,5,2015,6,14,32,28,1
12658,8997218358475833,2736,1,2011,17,14,15,48,0
7717,9507150213939934,1159,2,2024,14,7,51,58,0
18607,9270050237684935,2546,5,2020,3,2,10,0,1
70538,2928721235833527,2258,11,2023,4,0,34,37,0
80766,7276280402304144,2585,8,2021,19,20,15,18,1
23969,3990523916710608,1912,7,2024,29,13,45,55,0
28112,6292244462664396,4948,10,2011,18,21,36,0,1
94519,1890979995302743,1048,5,2018,30,12,44,49,0
79457,2251247312385793,4204,7,2017,7,23,35,55,1
80354,8207281841867305,3600,8,2019,22,21,33,36,0
61097,9397891927142026,4179,10,2018,30,16,51,51,1
21351,4763184938097976,1969,6,2018,13,19,48,26,1
9498,2155817659170423,1669,6,2024,10,7,51,52,0
6324,1951957828488413,4069,10,2013,6,14,32,33,0
47680,4859724668240524,4347,11,2017,14,7,43,1,1
82059,7801763736486837,582,3,2012,10,22,54,12,1
96883,5026239733081257,3442,10,2019,24,14,12,15,0
43116,3967104986384928,2319,7,2013,1,14,49,20,1
73590,7621428428096532,2432,4,2018,11,0,10,19,1
82105,5829995685008275,3648,6,2024,28,13,56,29,0
12899,8137240198066864,292,11,2022,1,14,51,6,1
68325,5753016124190880,2061,3,2013,2,1,26,28,0
70073,5657198260143871,1516,12,2012,30,16,16,4,1
57967,9318730922172486,4408,10,2023,7,23,14,48,0
11667,6806929991424177,935,8,2012,16,23,14,44,1
84918,9321453193356576,4534,1,2011,10,13,6,33,0
53714,2191417718848345,3320,1,2020,15,0,40,3,1
77301,6295345073030017,2035,10,2015,16,8,51,8,0
79912,7766934009729549,195,5,2014,17,14,33,14,1
56339,1939354190887373,1663,7,2020,8,11,27,50,1
1271,1327792104142372,4487,1,2018,17,21,24,20,0
58189,1818365148253697,1818,4,2012,24,20,14,3,0
84646,3112956418574782,312,1,2021,24,7,0,18,1
41097,7928243277019373,3587,6,2015,7,1,11,22,1
23449,3937525693398527,3797,5,2022,7,22,1,0,1
35067,8760376752104451,1799,1,2018,5,6,13,10,1
51301,9715865085955258,1612,1,2013,8,17,46,59,0
63928,9312277499992910,3949,8,2021,7,7,48,54,1
87691,4446129506815948,794,1,2023,30,10,55,4,0
21194,6850294501672977,1937,7,2013,2,1,44,1,0
30416,3777536559743593,2704,4,2018,25,2,12,54,1
11337,5251280841172646,2408,4,2021,17,1,18,34,1
69227,3940701069952737,2878,3,2019,17,7,15,43,0
60692,6595954839926825,1161,5,2013,9,13,24,51,0
27056,2818705476542216,4942,4,2017,22,17,2,41,1
83597,5762920989677477,2313,3,2011,18,10,38,33,1
61377,4354070229324985,2973,1,2019,26,20,20,38,0
88300,8811793200116557,2300,6,2018,15,15,57,38,0
94362,6169356944289889,294,7,2012,29,6,17,43,0
34064,8413280953261807,3220,10,2024,12,22,33,1,1
16226,3689948162087315,4940,3,2014,12,20,34,57,0
77700,8537624114506930,4983,8,2012,30,2,23,46,1
7070,8899259843944227,3734,7,2011,29,21,37,6,0
23113,6745488550162490,3150,5,2020,23,2,36,55,1
67255,8441613693411392,2179,7,2015,15,3,40,17,0
98196,5431659296007301,2073,1,2015,12,12,54,21,0
4173,9246936298333476,1659,8,2018,27,1,6,25,1
93536,5171275207786513,3110,2,2017,9,22,24,22,0
3484,4999965146579364,2855,6,2021,29,15,7,9,0
67022,1521709325369923,1689,7,2021,12,4,13,19,1
34445,6131579166618072,3391,6,2013,3,23,14,21,1
85628,9318263489264908,938,2,2022,7,14,51,9,0
29397,8460699260703366,3920,12,2011,1,18,12,55,0
66599,4384042639095272,2835,7,2012,5,5,10,5,0
90429,7307001219468363,1025,1,2019,19,10,24,33,1
33666,3269451972857388,2935,6,2011,22,11,3,32,1
69753,9009589094570471,4347,3,2024,12,19,56,52,1
58813,6912421341735002,2662,2,2013,19,5,21,27,1
69128,6074812099879206,3569,9,2023,20,17,18,44,1
72120,2867419817668963,2290,4,2020,16,8,12,24,1
41238,6415650813534066,955,12,2023,3,13,7,3,0
55747,8911322257330072,487,6,2023,14,18,35,25,0
54751,5853531963715620,1883,4,2010,10,15,7,10,1
33420,6030955178894180,1006,2,2019,9,19,1,14,1
50471,5202514463041919,323,4,2019,17,4,42,46,0
56358,4809461027028565,2314,5,2014,22,22,4,47,1
28080,8142612515528057,1238,2,2012,8,22,10,25,1
15028,8397977317057467,721,5,2019,11,6,28,28,1
76683,8128002006417468,3497,12,2019,22,16,30,57,0
74197,9213891889751657,4233,9,2014,10,18,16,36,1
16697,6576686781875803,265,11,2013,24,22,28,46,0
70437,7751066800123039,4173,10,2011,21,7,16,28,1
6958,8102990198335083,2590,7,2015,21,20,48,43,0
35921,2914408294575526,1538,8,2020,19,0,49,5,1
32008,4600197619619131,1150,12,2023,8,3,30,3,1
73347,4919766955769104,4367,2,2021,24,23,31,58,1
94439,1321171492428304,3290,7,2023,14,12,52,13,0
94138,5440477530378026,2373,7,2018,18,14,16,36,0
63066,8114485090659219,1840,1,2019,26,17,5,18,0
95114,7276967670865175,3282,12,2012,21,8,31,20,0
10433,8318482920924681,3938,7,2019,16,16,15,13,1
50150,6112435326354617,2442,1,2022,16,17,22,49,1
19651,6919918469283370,3929,7,2024,26,3,7,59,1
82014,8255678358420915,4598,3,2022,6,3,16,32,1
6788,3192584068945816,457,7,2023,16,22,40,11,0
45152,7496286305303690,398,5,2021,26,20,15,16,1
60616,6417740445712320,3111,4,2018,3,13,58,36,1
9042,5804958476193977,860,7,2017,25,13,28,50,0
99370,8261993621652697,442,7,2016,16,23,38,44,1
24137,6836163595482786,4805,8,2014,28,21,48,58,1
45873,4275437384803658,3049,1,2012,3,17,3,10,1
49541,8680845443225470,3677,8,2023,17,22,29,4,1
67872,4777620281947532,4482,1,2011,14,9,57,40,0
6105,2916247124665694,3493,12,2011,26,11,35,35,1
67246,4629978547900762,2594,7,2013,15,9,13,7,1
28391,1235953103350758,3063,4,2020,28,15,12,34,1
94635,3239355978104683,853,12,2022,28,22,5,50,0
61862,4699888468370201,2811,10,2024,23,15,7,17,0
1991,7529749729102635,1493,5,2022,30,8,0,12,0
73529,1936887388053237,744,2,2018,25,7,4,51,0
25793,7954601365220969,4716,12,2019,24,14,43,8,1
72551,5151311445004992,4817,10,2015,8,3,11,28,1
48482,6163163213144067,841,9,2017,3,8,27,15,0
55742,5489721875808698,4508,4,2015,11,21,12,26,0
92572,4716100492374285,2076,11,2010,9,0,17,50,0
1555,6361958624032856,2490,5,2021,7,21,37,14,1
61925,2517662880951351,4590,3,2017,10,12,10,22,0
21003,6313379219112437,3050,9,2015,3,20,44,26,0
1335,6718407145734934,3835,10,2017,13,5,23,54,0
24942,6750047264542129,1579,4,2013,5,21,45,24,1
3277,6868129268736249,2438,11,2014,22,22,46,33,0
62606,3675372060150640,2178,2,2013,27,12,19,44,0
38256,8022452542492489,4266,3,2017,24,23,59,15,0
52770,1791392488362208,2395,5,2018,13,12,38,49,0
52576,9871802379434735,3830,2,2016,12,7,10,54,0
3723,6024584355940646,1318,12,2015,15,9,24,16,1
82024,4780238686680116,669,8,2012,27,20,18,40,1
94435,9290960862303996,3858,2,2017,23,20,17,20,1
15550,2836638169631598,1947,8,2013,7,4,59,17,1
74369,7360738779150840,4290,3,2020,28,13,23,40,1
58530,4156898620110927,1830,11,2015,28,7,50,38,0
73777,1996400119574467,4734,6,2012,1,2,38,33,1
96053,9713274230458407,3471,5,2024,30,18,43,59,1
64835,2345466264493595,1325,2,2019,16,5,48,25,0
47075,4354669413669591,247,1,2018,22,18,31,57,0
93799,7530985336584136,1731,8,2023,3,2,38,14,0
6802,8307069106413636,1768,9,2015,26,13,17,36,1
7236,6606140392983588,2960,12,2016,22,3,46,42,0
5522,3433706396490177,2563,3,2023,4,6,0,16,1
68646,8864294233667784,1294,4,2019,30,14,4,14,1
78821,4001139557023232,2320,11,2010,5,3,0,7,0
14664,3311774815518612,2358,6,2012,19,7,48,31,0
63020,7302215366815335,864,6,2023,22,14,48,4,0
90302,4666862291330912,4999,9,2018,29,7,18,25,0
92722,2810639488766632,2846,3,2010,11,11,53,58,1
58071,6226947402324011,3485,12,2013,1,22,56,34,0
45510,6152877828864474,4551,2,2019,4,9,39,22,1
70665,4493243223723675,1925,9,2011,4,8,47,43,1
7354,3387840012223221,3010,3,2021,22,17,54,12,0
24867,1933863831882545,1759,6,2013,3,16,5,28,0
10554,5475549058594742,4979,8,2022,30,20,16,54,1
66699,1151422623535658,1776,9,2024,14,18,40,39,1
68069,9871544639043795,3862,1,2010,25,1,35,2,1
37381,5568065422524289,1472,5,2012,13,22,3,38,0
64538,1625623611423154,4073,7,2012,16,22,22,3,0
43420,6901151889868890,4804,3,2020,1,1,2,39,0
36970,4380109170238997,1587,3,2021,15,14,34,29,1
67628,8578523292576373,2884,1,2022,1,3,39,54,0
69737,1993684587898322,2395,3,2012,8,3,2,37,0
18227,3433087919571242,4058,2,2014,18,16,8,37,1
17222,6847620304882833,2219,12,2024,23,17,42,55,1
37270,1627159575015502,4955,7,2015,29,20,26,8,0
57695,4559133888161181,731,8,2011,16,7,19,13,1
59038,3491214397436405,1953,12,2024,7,16,16,17,0
79465,2960683877913492,3939,10,2024,7,21,49,43,1
31042,4372926434890979,1528,5,2017,5,13,27,12,1
12188,6231271454159903,1451,2,2019,3,1,44,23,1
12291,5228824113533114,3807,9,2017,15,17,50,53,0
30362,2575891281063590,4584,6,2017,7,16,2,30,0
35518,5970193021688827,839,1,2013,2,2,50,46,1
74385,3015076669132308,3135,8,2011,22,17,30,5,1
90289,7332769442525064,4402,9,2018,29,6,3,26,1
42933,3214507799739076,4822,1,2016,19,0,26,4,1
23650,6392522604789263,1144,5,2018,3,8,1,53,0
16383,9818198480805484,4773,2,2014,13,3,42,35,0
75093,3866457451341103,4467,12,2017,29,21,53,31,0
32688,7156527416976385,1140,8,2010,24,21,2,35,0
75865,7089633771133537,3649,11,2020,23,4,57,5,0
29451,8854179519229789,3875,9,2010,10,23,55,1,0
57472,1130188584396001,286,1,2011,12,15,2,15,0
54004,1412477319984399,4535,7,2016,18,16,16,13,0
61836,9748878785493846,679,8,2022,12,7,56,51,0
67909,9861420347072679,4744,4,2017,3,8,53,56,0
27432,2683968627580134,1559,1,2010,24,20,57,53,1
66969,9901123614818658,2190,3,2010,19,0,51,47,1
40814,5012494953584250,1473,11,2015,2,5,42,47,0
